cust_id,name,address,city,state,zipcode,age,gender,annual_income_usd,avg_spending_per_month
CUST01346,Samuel Bailey,962 Angela Field,Bennettmouth,Delaware,79115,30,Male,192441,1263.07
CUST01347,Wanda Gutierrez,25634 Lisa Bypass,Port Melinda,Florida,18017,49,Male,80605,921.62
CUST01348,Veronica Adams,37683 Freeman River,North Thomasmouth,South Carolina,9960,22,Female,186644,1924.57
CUST01349,Mark Hill,44092 John Walks Suite 174,Velezchester,Maryland,18865,57,Female,198011,1340.93
CUST01350,Jamie Williams,72631 Moss Row Suite 955,Lake Ian,Utah,57998,63,Male,183938,1716.32
CUST01351,Stanley Cain,003 Smith Fall Suite 513,Kimberlyview,Oklahoma,52842,23,Male,86060,345.02
CUST01352,Mr. Thomas Perez,7331 Buckley Harbor,Simonland,Mississippi,90499,59,Female,183025,1537.88
CUST01353,Mr. Craig Howard,9788 Lawrence Island,North Dennis,Vermont,1559,47,Male,77141,1243.55
CUST01354,Kevin Mitchell,6618 Brett Pines Suite 800,Lake Heatherfort,Kansas,11743,52,Male,140909,685.73
CUST01355,Kevin Nguyen,3678 Jackson Cove,South Laurenland,Oklahoma,60283,62,Male,33501,359.09
CUST01356,Luis Sullivan,4257 Richard Plaza Apt. 269,East Sandra,Washington,9951,40,Female,96722,821.33
CUST01357,Dennis Mann,60023 Jackson Parkway,Sawyermouth,Vermont,2973,52,Male,129685,938.62
CUST01358,Suzanne Taylor,114 Anthony Lodge Suite 015,West Luisshire,Oregon,19069,30,Female,77018,367.45
CUST01359,William Morales,82222 Johnson Island,Port Tiffany,Florida,24643,24,Male,94127,1373.24
CUST01360,Amber Gray,90113 Ferguson Fords,New Craig,Iowa,84615,59,Female,89198,683.51
CUST01361,Christopher Gray,23945 Shelton Isle,East Kevin,North Carolina,52894,27,Male,179360,1631.47
CUST01362,Robert Lynch,24986 Lee Extensions Apt. 953,Christensenfort,South Dakota,32286,28,Female,42225,1331.86
CUST01363,Kenneth Walsh,97356 Matthew Fall Suite 655,West Tonyfurt,Hawaii,48962,62,Female,162824,689.95
CUST01364,Shelia Dixon,4147 Robinson Lodge Suite 247,Sandrafurt,Nevada,94830,46,Male,187385,784.04
CUST01365,David Clark,98532 Harris Station Suite 792,Dakotafort,Colorado,21033,46,Female,156889,1890.08
CUST01366,Sharon Wolfe,83543 Jenkins Isle Suite 390,Gloverfurt,Washington,71070,22,Female,117191,1901.43
CUST01367,Keith Lawrence,981 Davis Wall,Lake Stacey,Colorado,13805,43,Male,128841,894.9
CUST01368,Richard Rios,03073 Anderson Circle Suite 201,Amandachester,New Mexico,73100,41,Female,86734,1390.42
CUST01369,Alicia Kemp,493 David Crossing Suite 639,Kristamouth,Montana,445733,34,Female,48774,1961.95
CUST01370,Donald Thomas,4563 Carla Mount,Lake Sarah,Pennsylvania,83156,61,Male,187437,1988.7
CUST01371,Alexandra Foster,112 Park Lights Suite 971,Hayestown,Nebraska,89882,42,Male,144049,237.06
CUST01372,Courtney Murphy,16125 Daniel Trail,New Carolyn,Washington,77191,44,Other,104918,1151.65
CUST01373,Paul Lee,4376 Douglas Ford,Amandaville,Maine,6476,62,Female,132240,1480.57
CUST01374,Kimberly Vazquez,016 Burke Camp,,Connecticut,52989,54,Female,113415,455.05
CUST01375,Douglas Pena,04202 Castaneda Crest,Moonton,West Virginia,821423,30,Female,193044,1661.62
CUST01376,Lindsey Wright,34854 Beasley Circle,West James,Nevada,8546,50,Male,68984,990.06
CUST01377,Krystal Lambert,,East Natalieville,Pennsylvania,89871,53,Male,50907,1045.73
CUST01378,Ryan Smith,7028 Keith Crest,Port Amanda,South Dakota,39701,32,Female,33370,621.21
CUST01379,Terry Peck,367 Henry Hill,Lopezland,Kansas,73129,57,Female,166898,670.28
CUST01380,Angela Hardin,9161 Jackson Row Apt. 154,North Jenniferland,Michigan,29047,50,Male,83227,259.93
CUST01381,Jason Alvarado,1684 Rogers Islands,Port Diana,West Virginia,41380,52,Female,34695,1869.88
CUST01382,April Schultz,1798 Meyer Knolls Suite 694,North Anthony,Connecticut,77944,35,Female,62864,825.55
CUST01383,Mercedes Peterson MD,55842 Shane Stream Apt. 726,Andersonstad,Montana,48598,46,Female,108301,408.24
CUST01384,James Smith,014 Rodriguez Forges,Port Nicholaschester,Idaho,34668,47,Male,158677,370.47
CUST01385,Michael Wallace,06689 Emily Unions,South Derekberg,Alabama,62329,43,Male,91930,874.07
CUST01386,Corey Cortez,2232 Henry Point,West Alexander,Louisiana,62241,30,Other,88663,1301.2
CUST01387,Christopher Lee,04108 Chavez Unions Apt. 351,East Michaeltown,Wyoming,41712,54,Female,83653,1577.79
CUST01388,Walter Acevedo,89206 Wilson Squares,Sueside,Arizona,78986,44,Male,114414,1856.75
CUST01389,Kelly Johnson,04194 Sanchez Club,Monicaberg,Wisconsin,67418,56,Female,34043,1307.83
CUST01390,Anna Rios,8674 Andrea Extensions Apt. 889,North Paul,Wisconsin,45636,41,Male,43586,899.26
CUST01391,Dr. Marvin Donaldson DDS,8912 Jeffrey Shore,Kingbury,Washington,53257,54,Male,62630,901.7
CUST01392,Alexis Olsen,7599 Wolfe Brooks Suite 290,Morrisonchester,Oregon,84076,56,Male,77530,1191.32
CUST01393,Edward English,61065 Stevens Fort Suite 457,North Raymondberg,New Hampshire,54813,51,Male,32897,1122.28
CUST01394,Daniel Beck,9802 Robinson Brooks,Jamesfurt,South Carolina,80950,51,Female,32030,1317.55
CUST01395,Louis Sanders,7725 Amanda Spring Apt. 324,East Kevin,Alabama,4683,43,Female,111205,1056.48
CUST01396,Jesse Martinez,553 Burke Islands,,Pennsylvania,4275,22,Male,175434,212.08
CUST01397,Roy Hart,24257 John Track Apt. 329,Emmaport,Minnesota,24262,36,Female,72636,1051.38
CUST01398,Sarah Morris,630 Smith Village,New Ryan,Idaho,90961,46,Female,155998,142.81
CUST01399,Ann Moore,2922 Kevin Lodge Suite 821,Gabrielleshire,Idaho,53731,41,Male,102135,443.16
CUST01400,Daniel Garrison,3250 David Fort,New Brandon,Ohio,47463,28,Female,62879,836.11
CUST01401,Chris Butler,93335 Tracy Oval,New Bryanton,Tennessee,3342,37,Female,159770,1147.49
CUST01402,Kevin Peterson,2256 Graves Circles,Michaelport,Alabama,95802,44,Female,123846,451.15
CUST01403,Zachary Cain,04532 Christopher Lights,Owensside,Wyoming,10392,42,Female,67238,624.97
CUST01404,James Alexander,70194 Gonzalez Ridges Apt. 177,Costachester,Michigan,8157,22,Male,109162,811
CUST01405,Matthew Wong,20928 Lori Rue Suite 780,Bateston,Georgia,17808,41,Male,186492,474.71
CUST01406,Michael Myers,67635 Derek Flat Suite 185,North Misty,Missouri,83831,40,Female,130477,1997.65
CUST01407,Diane Hunt,71142 Lee Canyon Apt. 375,New Karen,Oregon,91843,27,Female,164150,1628.96
CUST01408,David Terry,46598 James Fords,,Ohio,94034,59,Male,155489,1640.78
CUST01409,John Spencer,5915 Samantha Dam Apt. 114,Port Paulstad,Hawaii,92294,53,Male,96919,1180.84
CUST01410,Edward Jordan,1272 Stewart Key,Port Renee,New York,48398,22,Female,69489,1926.52
CUST01411,Emily Potter,4878 Chapman Estate Apt. 494,Mariatown,Maryland,53820,51,Male,33970,1491.18
CUST01412,Emily Benjamin,656 Trevino Divide,Port Robertberg,Wisconsin,59130,37,Male,65579,728.67
CUST01413,Michelle White,509 Silva Forge,Gailview,Florida,10062,48,Male,44006,1260
CUST01414,,22347 Pierce Walks Apt. 457,Hodgeberg,Mississippi,15733,39,Male,182351,1133.03
CUST01415,Doris Rios,33982 Kelly Point Apt. 337,Lake Brian,Oregon,92083,34,Male,109477,1202.55
CUST01416,Emily Robbins,6706 Richard Forges Apt. 863,North Carlosberg,Georgia,4048,65,Female,143035,1653.68
CUST01417,Sarah Vance,426 Mejia Ways Apt. 336,Lowefurt,Alaska,67283,49,Male,129209,1068.17
CUST01418,William Fernandez,1360 Bowman Glen Suite 692,New Triciachester,Louisiana,74983,31,Other,146570,1484.42
CUST01419,Amber Camacho,9519 Neil Views,North Danielmouth,Maine,51816,35,Female,160836,576.13
CUST01420,Gregory Lam,038 Justin Route,North Juanview,Kansas,8873,50,Female,174787,1870.92
CUST01421,James Hicks,353 Joshua Rue,South Kyle,Massachusetts,46672,32,Female,157634,264.13
CUST01422,Christina Weber,68564 Rodriguez Ville,Dunnton,Colorado,80218,48,Female,71500,1987.8
CUST01423,Stephen Tyler,9883 Miles Mews,North Michaelfurt,Nevada,68312,65,Male,42607,1302.08
CUST01424,Ashley Carroll,7598 Elizabeth Estate Suite 170,Michellemouth,Ohio,27682,38,Male,77328,992.91
CUST01425,David Schneider,565 Thornton Plains,Johnbury,Kansas,76326,24,Male,112375,690.49
CUST01426,Patricia Hicks,66217 Rogers Cape Apt. 584,Pattersonfort,Rhode Island,27766,52,Male,128954,869.77
CUST01427,Shaun Harris,532 White Throughway,Jordanside,Tennessee,29596,42,Female,121424,1586.6
CUST01428,Benjamin Watson,52854 Rodriguez Garden,Port Amyborough,Alabama,70646,54,Other,83664,364.92
CUST01429,Tammy Martinez,738 Stephanie Underpass,Harrisonville,Delaware,66202,22,Male,88141,580.1
CUST01430,Francis Steele,863 Kimberly Circle Apt. 712,North Margaretview,Georgia,25858,27,Female,197224,335.08
CUST01431,Dylan Robinson,7771 Michael Springs,Rodriguezstad,Virginia,80443,25,Female,198544,910.64
CUST01432,Raymond Powell,4099 Warren Freeway Apt. 440,New Jenniferberg,Hawaii,37404,43,Male,193465,835.72
CUST01433,Victoria James,79322 Bethany Trace Suite 390,Smithport,New Mexico,88550,34,Female,84879,1332.69
CUST01434,Anthony Wilson,911 Johnson Squares Apt. 016,South Alan,North Carolina,4786,65,Female,95475,1991.86
CUST01435,Gregory Armstrong,475 Boyer Walk,East Lucas,North Carolina,66088,51,Male,41254,1795.48
CUST01436,Heather Kline,49679 Loretta Lights,Lake William,Nebraska,83544,61,Female,94634,1772.72
CUST01437,Drew Decker,31726 Diaz Tunnel,West Philip,Michigan,35086,47,Female,46102,1326.85
CUST01438,Leslie Jackson,240 Lisa Spurs Apt. 086,North Kevinfurt,Alaska,42395,60,Female,49029,614.16
CUST01439,Alexander Cannon,27163 Natasha Square Apt. 356,South Carmen,Wisconsin,26816,60,Female,182885,829.76
CUST01440,Ann Brown,089 Cameron Mills,Lake Adamport,Ohio,6380,28,Female,90978,575.23
CUST01441,Mathew Vaughan,415 Colleen Causeway Apt. 043,Butlerland,Kansas,55221,35,Male,94739,356.66
CUST01442,Joseph Day,26815 Chan Square,,Minnesota,94585,47,Female,163125,928.46
CUST01443,Wyatt Roy,58330 Crawford Flats,Montgomeryport,Florida,12908,39,Female,180970,1805.32
CUST01444,Victoria Burgess,693 Lutz Street,Deborahville,Montana,64178,45,Female,128613,1513.3
CUST01445,Michael Garcia,6288 Robert Freeway Suite 885,North Jessicafurt,Wyoming,84371,46,Female,153664,1971.19
CUST01446,Tim Jackson,66678 Ashley Spurs,South Dawn,Colorado,52297,53,Female,191689,470.15
CUST01447,Erika Lopez DVM,4993 Cunningham Coves,West Matthew,New Mexico,63451,27,Male,110727,1051.03
CUST01448,Jeffrey Villegas,4083 Moyer Place Apt. 501,Davidmouth,Connecticut,51295,37,Other,51384,1606.79
CUST01449,Juan Lopez,95651 Miller Crescent,Aliciaton,Arkansas,85892,24,Female,128067,974.88
CUST01450,Andrew Higgins,4928 Hoffman Overpass,Danielleton,South Dakota,31029,42,Male,127029,774.6
CUST01451,Patricia Lawrence,12501 Houston Camp,Hillshire,Wisconsin,3510,53,Female,117414,1650.18
CUST01452,Marvin Cooper,33693 Cynthia Brook,Jacksonton,Alabama,65837,23,Female,78373,917.59
CUST01453,Alicia Taylor,66249 Cox Mountains Suite 057,Port Dawnview,Maryland,51753,41,Male,39519,1834.64
CUST01454,Tonya Richardson,740 Daniels Park Apt. 544,Jefferymouth,Washington,9097,32,Female,195088,609.96
CUST01455,Matthew Kemp,8348 Kristin Points Apt. 586,Port Robert,New York,28790,39,Female,121561,1803.26
CUST01456,James Evans,20775 Smith Pass Suite 326,Lake Maria,Kentucky,39923,32,Female,190969,629.08
CUST01457,William Jordan,050 Flores Circle Suite 092,Richardburgh,Washington,1574,56,Male,150724,650.17
CUST01458,Craig Jackson,077 Robin Overpass,Port Teresa,Massachusetts,35843,57,Female,120262,899.11
CUST01459,Tammy Estrada,80162 Hansen Keys,West Benjaminberg,Vermont,91884,59,Female,92584,1080.04
CUST01460,Elizabeth Cooper,143 Perez Circles,South Candace,Wyoming,90125,33,Other,36384,894.63
CUST01461,Melinda Holloway,531 Daniel Garden Suite 904,South Michael,New Jersey,35129,52,Female,197513,1738.08
CUST01462,Jeffrey Lowe,510 Crawford Pines,New Jennifer,Minnesota,46187,57,Female,152785,1611.58
CUST01463,Troy Green,91935 Christian Shores Suite 555,Lake Shawn,Arizona,55273,51,Male,67917,688.74
CUST01464,Cody Bruce,3374 Davis Ville Apt. 157,Sylviaburgh,Wisconsin,56259,65,Female,36608,1071.89
CUST01465,Brian Mullins,481 Myers Bridge,South Ashleyland,Rhode Island,57056,25,Male,178850,918.96
CUST01466,Richard Young,67045 Jennifer Stravenue Apt. 267,Lake Linda,Idaho,28722,23,Male,48089,206.53
CUST01467,Daryl Rowe,8514 Brian Land,South Kenneth,Arizona,89567,65,Male,72132,1521.48
CUST01468,Christopher Bowen,42755 Gray Ferry,North Jenniferport,Pennsylvania,3683,34,Female,169863,445.17
CUST01469,Lori Lee,343 Andrade Landing,Port Christopher,Arizona,829296,47,Male,115424,1874.87
CUST01470,Brooke Zavala,1150 Thomas Prairie Apt. 792,Bergermouth,California,59734,50,Male,115935,855.78
CUST01471,Christopher Rodriguez,91087 Lori Drives Apt. 198,South Ashley,California,42740,57,Male,80648,1282.29
CUST01472,Michael Graham,05298 Freeman Mills Suite 599,West Michelleton,Kentucky,,49,Female,74077,1654.77
CUST01473,Adam Mcneil,68387 Paige Summit,Danaton,Hawaii,78416,29,Female,167843,442.56
CUST01474,James Juarez,04093 Russell Spurs,Sheltonport,South Dakota,9519,26,Male,86858,1128.16
CUST01475,Misty Allen,810 Pamela Village Apt. 721,Port Karenville,Kansas,32556,53,Female,59278,551.1
CUST01476,Antonio Gardner,01388 Michael Freeway,North Kelli,West Virginia,26320,51,Male,46238,1068.37
CUST01477,Angela Goodwin,163 Randall Freeway Apt. 736,South Kaitlynshire,Virginia,40642,35,Male,186082,1200.93
CUST01478,Jessica Lopez,52141 Tammy Branch,Wilsonbury,Louisiana,73983,64,Male,163730,421.37
CUST01479,Robert Bauer,23708 Miller Creek Apt. 944,Jordanstad,Nebraska,79866,31,Male,172963,1203.56
CUST01480,Luis Cooper,92767 Joel Mission Apt. 886,Port Ronald,Pennsylvania,46949,31,Female,196163,964.33
CUST01481,Chad Morales,8305 Snyder Mount Apt. 388,Burgesston,Hawaii,96109,27,Male,196735,1091.8
CUST01482,Michael Pennington,614 Cobb Light Apt. 763,North Kenneth,Utah,14977,37,Female,97067,1819.44
CUST01483,Jim Maxwell,15248 Daniel Locks Suite 364,Johnsonview,Missouri,41551,47,Other,106894,1019.23
CUST01484,William Hughes,36883 Anthony Plains Apt. 793,Danielland,Wisconsin,45657,42,Male,125942,1004.68
CUST01485,Catherine Crane,270 Rivera Fork,Calebview,Arkansas,49930,57,Male,61623,993.76
CUST01486,Melissa Riley,722 Juan Crossing,North Christopher,Delaware,59004,62,Female,141258,1283.9
CUST01487,Patricia Shah,5789 Wall Neck,Bonniemouth,South Carolina,79179,63,Male,63549,798.28
CUST01488,Christopher Oneill,1148 Gibbs Mall,Zacharyville,Oklahoma,81740,51,Male,129729,1622.58
CUST01489,Ashley Shepard,1735 Hensley Court,,Hawaii,78669,26,Male,133232,643.5
CUST01490,Troy Wall,61694 Robinson Points Apt. 193,South Alyssaburgh,Vermont,6708,31,Female,98087,669.14
CUST01491,Daniel Morrow,67532 Paul Unions Apt. 613,South Christinahaven,Michigan,35596,52,Female,58062,1218.63
CUST01492,Nicole Williams,72954 Black Isle,West Heather,Kansas,89640,32,Male,106051,593.79
CUST01493,Laurie Blake,74392 Renee Trail,Danielview,California,79170,59,Male,38704,270.9
CUST01494,Cathy Grant,476 Rebecca Coves,Lake Jacob,Arizona,16428,28,Male,172482,490.61
CUST01495,Jennifer Duncan,4138 Flores Court Suite 630,North Patricia,New Mexico,78857,33,Male,101974,1835.95
CUST01496,Matthew Morgan,964 Macias Prairie,Taylorview,Washington,4709,62,Female,52902,120.33
CUST01497,Nicole Jacobs,177 Mark Trace,South Richardland,California,27527,29,Female,166858,353.58
CUST01498,Marc Lee,0721 Sandoval Squares Suite 024,Lake George,,96835,49,Male,197991,1540.28
CUST01499,Debra Barker,63236 Parker Bridge,New Coryport,Maine,35687,37,Male,101629,1961.74
CUST01500,Philip Tran,02435 Heidi Inlet Suite 651,Lake Jillchester,Texas,9037,24,Male,158518,1407.55
CUST01501,Jennifer Hill,47539 Phyllis Mountain Apt. 542,Maryland,Utah,83526,58,Male,58691,1852.44
CUST01502,,,Reyesfurt,Nevada,76927,53,Female,192974,1724.95
CUST01503,Yvonne Greene,533 Davis Glen,Port Cameronside,Wisconsin,25650,42,Male,156421,1011.94
CUST01504,Alexis Oliver,2424 Nicholas Spring,New Julie,Louisiana,54255,39,Male,53118,733.69
CUST01505,Robert Craig,43751 Graham Ridge,Jessicahaven,Nevada,47945,32,Male,166088,1301.25
CUST01506,Casey Wright,9285 Smith Grove,West Lori,Alaska,76210,29,Female,69277,1113.75
CUST01507,Carla Malone,470 Ashley Valley Suite 453,Carolynfort,Montana,43510,33,Female,131264,149.08
CUST01508,Jimmy Lang,09954 Andrea Motorway,West Valerie,West Virginia,96147,23,Male,182399,1918.86
CUST01509,Jennifer Bennett,7989 Bryant Lodge Apt. 706,North Meghanmouth,Colorado,11090,62,Male,121364,1183.47
CUST01510,Peter Lindsey,715 Castillo Knolls Suite 650,Chasehaven,Nevada,3122,43,Male,145447,1761.53
CUST01511,Janice Bates,234 Tara Land Suite 985,West Mariotown,Tennessee,44426,30,Female,117158,1495.8
CUST01512,Jennifer Zimmerman,5402 Santana Underpass,Jonesside,Pennsylvania,22497,35,Female,175274,747.58
CUST01513,Rebecca Martinez,50385 Patterson Extensions,Baxterport,North Carolina,9852,36,Female,112146,1812.2
CUST01514,Paige Wright,368 Emily Flat Suite 853,Lake Marytown,Wyoming,10916,32,Male,148066,1601.8
CUST01515,Brenda Dunn,519 Aaron Hill Suite 277,Alexandriafort,Arkansas,28843,34,Female,154411,916.6
CUST01516,Jason Williams,634 Frazier Forest,Richardfurt,West Virginia,97330,49,Male,62054,1696.91
CUST01517,Crystal Medina,35761 Klein Summit,South Nicoleville,New Hampshire,40013,46,Female,102978,615.95
CUST01518,Hunter Murray,62636 Medina Square Apt. 898,Cervantesview,New York,49565,58,Female,153676,1374.3
CUST01519,Melinda Santos,529 Allison Mission Suite 403,Pricechester,Oklahoma,62802,27,Female,79015,317.71
CUST01520,Derek Hernandez,7514 Bell Hills Apt. 157,Lake Kimberly,Arkansas,82026,58,Male,37624,1744.96
CUST01521,Rachel Schneider,406 Ross Stream,East Julie,Washington,35024,54,Male,113699,1485.92
CUST01522,Joseph Benjamin,653 Mckay Flats Apt. 660,Port Susanview,New Jersey,4289,46,Male,108720,389.88
CUST01523,Laura Miller,349 Summers Club,New Hannahhaven,Oregon,78039,44,Male,86215,140.54
CUST01524,Sandra Chaney,158 Kaitlyn Mission,Richardland,Maryland,96205,29,Female,146066,840.75
CUST01525,Jerry Mclean,704 Quinn Loop Suite 682,Lake Nathanberg,Mississippi,53469,38,Male,92639,1383.02
CUST01526,Kyle Brooks,2330 Audrey Ferry,Hendersonport,Alaska,41860,52,Female,61973,637.98
CUST01527,John Allen,21405 Javier Corners Suite 604,Parkerbury,Indiana,72821,47,Female,52091,1949.18
CUST01528,Ann Chavez,47442 Jacob Rest Suite 410,Lake Jeremy,North Carolina,63527,32,Male,182898,1875.89
CUST01529,Sara Gay,4774 James Ford Suite 183,East Michaelstad,Illinois,35567,51,Male,174054,1236.09
CUST01530,Tracy Barton,3988 Little Square,South Andreamouth,,82108,32,Female,135233,699.64
CUST01531,Amy Ray,128 Rivera Valley Apt. 675,East Amanda,,77518,24,Female,167492,1802.91
CUST01532,Joseph Blevins,,Lopezberg,Virginia,80022,61,Male,74770,1626.59
CUST01533,Mrs. Suzanne Garcia,730 Glenn Passage Suite 273,Christopherland,Maine,95361,61,Male,165103,263.69
CUST01534,Craig Miller,3015 Benjamin Circle Suite 407,Patelville,Arkansas,908388,42,Female,90068,1005.01
CUST01535,Dr. Heather Dunn DDS,7663 Nguyen Hollow Apt. 829,East Richardview,Michigan,20515,56,Female,69128,1964.31
CUST01536,Eric Miller,61669 Andre Terrace,East Elizabeth,Florida,97501,49,Female,122349,962.42
CUST01537,Joseph Butler,17562 Houston Port,Blevinstown,North Dakota,25870,43,Female,145729,1872.53
CUST01538,Kathleen Marsh,005 Donald Union,Travisberg,Oklahoma,82722,63,Female,67607,1956.85
CUST01539,Michael Moore,74859 Moss Glens,New Steven,Delaware,19473,39,Male,102887,835.98
CUST01540,Anita Cook,8028 Smith Light,West Andreaburgh,Idaho,34861,44,Female,32100,1932.66
CUST01541,Richard Boone,7695 Jennifer Brooks Suite 189,Ryanview,Indiana,5124,47,Other,31737,362.09
CUST01542,James Sims,2388 Schmidt Pass Suite 656,North Jamie,Texas,7377,56,Male,156549,404.23
CUST01543,Carl Pennington,13860 Olson Radial,Elizabethmouth,Colorado,99285,50,Female,171182,625.43
CUST01544,Alexis Hicks,1489 Blair Points,Lake Ashley,Maryland,10124,32,Male,178848,988.36
CUST01545,Nicole Green,3472 Brianna Course,Wellston,Oregon,43935,63,Male,169511,443.95
CUST01546,Beth Cross,84886 Davenport Isle Suite 292,Kimside,Texas,24824,22,Female,157152,746.34
CUST01547,Caitlin Escobar,83235 Bobby Pass,Ronaldport,Utah,55866,37,Male,154565,296.94
CUST01548,Mr. Jon Smith,5837 Gross Ports Suite 975,North Jerry,South Dakota,26802,46,Male,56507,917.02
CUST01549,John Merritt,289 Hill Station Suite 411,Tarafurt,Utah,21012,59,Female,190032,1672.21
CUST01550,Frank Martinez,976 Cook Grove,Kellymouth,California,47449,39,Male,83678,1230.6
CUST01551,Jessica Tanner,8963 Robin Causeway Apt. 582,Port Danielborough,Arizona,11755,37,Female,159599,1639.3
CUST01552,Erin Alvarez,42284 Kevin Shore,South Patrick,Oklahoma,6899,40,Male,141954,357.85
CUST01553,Kelly King,80403 Renee Plaza,North Marymouth,Iowa,57993,37,Male,189632,858.93
CUST01554,Jade Ibarra,7155 Nelson Brook Suite 392,Williamschester,New York,35539,26,Male,156702,174.71
CUST01555,Samantha Powell,2053 Schaefer Walk,Claireland,Connecticut,79052,48,Female,39539,802.96
CUST01556,Michelle Nicholson,7285 George Corner Suite 538,Port Andrew,New York,60006,65,Female,109398,1267.55
CUST01557,Francisco Taylor,2643 Sanders Row,Keithfurt,Alabama,58934,27,Female,150263,1180.85
CUST01558,Paula Johnson,1991 Stephen Landing Suite 129,Kerryport,Rhode Island,22155,55,Female,172887,214.61
CUST01559,Michael Jordan,828 Zachary Row Suite 974,Wallacestad,Missouri,42344,37,Male,31854,217.91
CUST01560,Amanda Smith,9434 Tracey Meadows Suite 715,Owenburgh,Georgia,95649,44,Female,73904,679.63
CUST01561,Kevin Saunders,6341 Clark Ramp,Owenston,Texas,6758,64,Male,52434,1565.66
CUST01562,Travis Schneider,3494 Elizabeth Viaduct Suite 872,West Sherri,New Jersey,,65,Male,67845,139.1
CUST01563,David Walker,741 Ferguson Wells Suite 739,,Ohio,48567,53,Female,68108,1270.26
CUST01564,Hannah Smith,9475 Desiree Lodge Apt. 284,Port Jamesburgh,Kansas,28472,64,Male,153280,449.03
CUST01565,Mary Rivers,0407 John Valley Suite 147,Lebury,Maine,16817,44,Female,108907,1894.2
CUST01566,Michelle Armstrong,374 Klein Lodge,North Stevenborough,Rhode Island,51396,41,Male,44976,917.41
CUST01567,Blake Bailey,017 Shelby Mount,Autumnfort,Ohio,57186,40,Female,79283,190.98
CUST01568,Cassandra Rice,162 Kara Lakes Apt. 896,Moralesbury,Minnesota,26445,50,Male,108216,1455.91
CUST01569,Katelyn Allen,896 Tracy Motorway Apt. 288,West Kimberly,Indiana,30710,29,Other,141404,1020.76
CUST01570,Samantha Mullins,43097 Martin Roads,Theresabury,Nevada,53609,50,Male,36157,1774.36
CUST01571,Tammy Edwards,1480 Jane Walk Apt. 073,Kimchester,Mississippi,73995,39,Female,85730,1338.47
CUST01572,Jean Johnson,2637 Zimmerman Union,East Oliviahaven,Missouri,56752,26,Female,126729,1415.8
CUST01573,Ashley Patrick,21425 Linda Corner,New Tracyside,Oregon,19735,33,Female,191942,1557.79
CUST01574,Rhonda Grimes,7446 Graves Falls Suite 544,North Abigailside,Texas,91764,31,Female,111581,898.67
CUST01575,Daniel Morse,052 Jamie Views,Lake Brittanymouth,Washington,56709,58,Female,118533,1605.84
CUST01576,Phyllis Herrera,1462 Anthony Club Suite 833,West Joseph,Arkansas,13273,38,Female,149194,196.18
CUST01577,Jeremy Weaver,30876 Harrison Orchard Apt. 906,Grahamside,Kansas,61453,53,Female,190088,1554.5
CUST01578,Patrick Brooks,7162 Victor Canyon Suite 888,Hoffmanport,Connecticut,66168,25,Male,117112,1308.98
CUST01579,Kenneth Williams,4564 Mcdonald Coves,South Benjaminbury,Rhode Island,89856,52,Female,141529,1176.66
CUST01580,Richard Wright,703 Anderson Via,Lake Susanmouth,Utah,7458,47,Female,125800,704.49
CUST01581,Benjamin Boyer,68296 Best Mountain,Gregorymouth,Kansas,881072,33,Female,32676,316.81
CUST01582,Marcia Sanders,2602 Daniel Ports,New Jeanmouth,Mississippi,36722,39,Male,31215,1329.68
CUST01583,Brenda Cameron,58384 Faith Road,North Rickymouth,Kansas,43266,29,Female,179933,996.17
CUST01584,Karen Morgan,9351 Nancy Street Apt. 401,New John,Colorado,75389,53,Male,176932,513.91
CUST01585,Jose Walters,903 Morton Wall Suite 177,Port Toddtown,Illinois,4781,41,Female,97800,182.4
CUST01586,Jonathan Solomon,,East Shane,Oklahoma,34431,61,Male,192812,1123.65
CUST01587,Justin Gallagher,7600 Ramirez Inlet Suite 973,Lake Kathrynbury,Arizona,30339,34,Female,152478,339.96
CUST01588,Dennis Moody,7451 Kevin Harbors Apt. 947,Port Dave,Colorado,45647,44,Female,162041,1865.9
CUST01589,Scott Bruce,0799 Roth Stravenue,Leahchester,Delaware,14287,24,Male,69396,386.2
CUST01590,John Kaiser,4754 Barnes Mountain Apt. 897,East Paul,Oregon,28037,56,Female,30600,160.85
CUST01591,George Harding,90984 Rice Keys,Smithchester,Missouri,95340,60,Male,198295,597.89
CUST01592,Linda Weeks,38268 Johnson Trafficway Suite 777,Taylorborough,Oregon,74556,42,Female,52325,432.42
CUST01593,Jennifer Bennett,9271 Brian Mill Apt. 512,Jacksonton,Nebraska,71232,28,Female,163788,1603.35
CUST01594,Marissa Jackson,33302 Christina Forks,Joshuatown,Montana,93348,47,Male,173780,649.75
CUST01595,Sandra Crane,430 Salazar Shoal Apt. 357,Morrisberg,Rhode Island,40546,44,Female,47165,565.96
CUST01596,Jonathan Sanchez,64488 Mitchell Neck,Johnville,Pennsylvania,83305,53,Female,91152,1990.14
CUST01597,Rebecca Logan,55428 Mario Mills Suite 425,Laurenfort,Oklahoma,56111,23,Male,31434,385.12
CUST01598,Marcia Griffin,20392 David Club Suite 019,Annchester,Indiana,78078,60,Female,44852,261.5
CUST01599,Mary Fernandez,872 Harris Union Apt. 424,Lauraburgh,Oregon,15325,23,Female,198178,680.69
CUST01600,Melvin Long,60332 Thomas Brook Suite 102,Collinsland,Georgia,3280,60,Male,176037,869.67
